DivisionNm,2019,Margin,Age20_24,Age25_34,Age35_44,Age45_54,Age55_64,Age65plus,EnglishOnly,Indigenous,HighestEduc_Bach,HighestEduc_DipCert,HighestEduc_NoTertiary,HighestEduc_PGrad,CurrentlyStudying,Industry_Distributive,Industry_Extractive,Industry_Finance,Industry_InfoProf,Industry_SocialServ,Industry_Transformative,Married,Occup_Admin,Occup_Laborer,Occup_MachOp,Occup_Manager,Occup_Professional,Occup_Sales,Occup_Service,Occup_Tradesperson,Relig_Christian,Relig_Catholic,Relig_Other,Relig_None,Tenure_Mortgage,Tenure_Owned,Tenure_PublicHousing,Tenure_Renting,Unemployed
Makin,0.4028,0.0972,6.454884826,13.74161255,13.51294578,13.49854157,11.88226962,16.67526918,79.02504363,1.39780816,11.07926335,31.51998051,45.14895502,4.434141024,28.4387041,19.68635028,2.376256989,2.749509142,5.620721206,23.79707134,17.82893412,50.38377426,15.3752649,11.01711778,6.9531976,9.532795781,16.65175978,10.13436809,12.67477794,15.27800042,31.16650062,18.59703033,17.24363514,32.99283391,43.49683163,30.86565138,4.034845008,22.05180783,7.789500534
Mallee,0.6568,0.1568,5.131393364,10.37599287,10.55167892,13.32863188,14.57699255,22.37770025,93.12830243,2.535075347,7.45712667,28.19527058,48.54163264,2.252898329,28.27122461,17.5198849,16.84402073,1.237185537,3.328853909,22.59983088,13.66565703,48.86040819,10.07634735,14.62996629,6.939492523,18.18195888,14.08023568,9.747514098,11.4024069,13.05914483,36.18142677,20.13646599,13.30759904,30.3745082,30.12617639,40.85399837,3.13475595,24.41852294,6.565133744
Maranoa,0.7542,0.2542,5.144860502,10.92855515,11.46147555,13.47249594,13.69504887,19.27026773,96.37255453,5.938543217,7.804741062,28.48331216,48.71513735,1.89815173,28.81725187,16.28075331,22.07961324,0.827516756,3.021608413,19.62531354,13.52525795,50.54062858,10.79387319,16.33487801,9.224660786,18.10911475,11.88420409,8.231822335,9.906591638,13.79650992,44.13586454,23.88019681,12.35369827,19.63024038,27.50135149,36.6259607,2.185563123,31.44473999,6.065515022
Maribyrnong,0.397,0.103,6.897831541,16.89748789,14.47884807,13.18670745,10.84435891,16.09746039,67.86314513,0.303103199,20.41834502,22.74850163,37.86411146,9.622812924,29.59826798,19.02747853,1.073703364,5.30636269,11.6204329,23.44812403,13.46740216,46.04626531,15.33574202,6.680221133,4.527626834,13.86011185,27.72510216,9.545307195,9.997654191,10.46770761,18.87006426,36.82600777,17.73119351,26.57273446,30.04938763,34.76774805,4.431497856,31.95541765,6.22702086
Mayo,0.5254,0.0254,4.715137577,8.894921048,11.87958303,14.29370331,14.65688954,21.24136804,95.77818781,0.992792827,13.40666813,32.45028371,39.14144665,5.81357375,28.04765406,15.65344091,7.359418899,2.274470125,6.661977839,25.44937973,16.15144377,53.60249291,12.13094447,10.66192665,4.948533632,14.062084,20.34681487,9.386908742,12.28499931,14.50040827,35.13795422,11.28956248,11.88712323,41.68536008,41.91291832,36.50759541,1.102734509,18.30619237,5.806600816
McEwen,0.4472,0.0528,5.442386101,12.52750373,14.47307198,14.28774221,11.41079329,12.22861019,89.8987329,0.852516936,12.95211653,34.2033068,37.76431838,5.917143451,31.8341338,18.17476385,2.550450034,2.883942347,7.159990765,22.89842431,21.09767052,53.55754135,14.53478701,7.900795675,6.154910193,12.98155277,18.87519682,9.244132874,11.31017663,17.31750123,25.32708732,26.73322766,12.87450414,35.06518087,52.57500304,28.67283111,0.516098249,16.23924915,4.80846129
McMahon,0.4336,0.0664,7.267760228,14.89571418,13.56871669,12.80573876,11.14410183,12.95237168,44.42343742,1.195575458,10.81233757,25.26401823,51.47338596,3.546050457,31.27114313,21.55934816,1.037233053,5.006264818,6.306455022,17.50329296,20.68348272,49.50389259,16.30590831,11.32194876,10.62937886,9.050040256,15.30039129,9.515843739,9.786668564,15.46471886,23.60364088,36.19886101,28.15595415,12.04154397,34.93848796,30.56257845,4.157709103,31.21136304,8.63197632
McPherson,0.622,0.122,5.980792754,12.60573094,13.75022773,13.39627307,12.16393827,17.79728288,89.00706219,1.677380735,13.40781749,32.4831249,38.55375156,5.111826201,29.84280249,17.03258919,1.271288629,2.495430365,7.976546817,25.56379722,15.793973,45.93060745,13.31874465,8.818541847,4.167835685,12.08904951,20.44998071,12.39115186,12.57382744,14.61893982,33.02709315,22.13517945,13.18350988,31.65421753,35.49086727,29.19918134,1.627638958,31.73500049,6.353317024
Melbourne,0.322,0.178,17.42856369,31.43468487,13.17461607,8.65469516,6.757671786,7.910403294,56.9334526,0.359686899,30.03131603,13.63966754,28.24449897,15.51083105,42.00319601,12.54844434,0.968576145,5.633490502,19.97190808,23.56801717,6.35648051,24.12370943,10.79864086,5.843185042,1.819735011,13.71125878,39.06870534,8.060607159,11.52400454,7.2485814,12.03055172,13.80677663,27.03231223,47.13035942,17.37100874,16.05872872,7.850160984,62.18258249,10.98825059
Menzies,0.5702,0.0702,6.528991562,12.10929401,12.79096798,14.20080796,11.84856157,19.42048289,57.71499284,0.144502315,22.44350673,21.98122478,37.29999186,10.7736484,30.04705749,18.67126886,0.917533334,5.384658796,12.96171986,23.7118877,12.97889691,54.69774227,14.25203883,5.925642633,2.663581261,15.74672149,29.25755337,10.69844381,9.105804582,10.66830946,28.31868415,21.3505312,17.29504231,33.03574233,33.33088417,42.9583545,0.541942968,20.32375453,6.405332135
Mitchell,0.6863,0.1863,5.826670343,10.95421902,15.72925283,14.03757533,11.11045466,13.61416361,65.69295907,0.46870692,22.56481972,26.78490767,33.66844131,10.93556649,31.78279307,18.15218048,1.193527899,6.924837028,12.80761775,23.04285494,14.80290267,60.52949312,16.42855635,4.677363695,3.210719844,16.65405409,29.69180575,9.35418303,7.846849398,10.32607275,31.61408484,28.97055155,18.29991991,21.1154437,46.72492077,32.81627759,0.461636449,17.74454865,4.80926845
Monash,0.5686,0.0686,4.661235025,9.939270133,10.68750643,13.25130446,14.84199941,23.19770066,95.39492955,1.026944425,8.815418445,32.72122306,42.8049782,3.708613352,27.60477288,16.34236719,11.37851454,1.384024387,4.818883483,22.5188664,17.87156722,49.16086546,10.92624625,13.06585366,6.734333062,14.63557994,14.83613512,9.792792177,11.5167451,16.74997715,31.66108458,19.46522879,12.17764476,36.69604187,33.91886474,40.31851446,2.212305633,22.12043296,6.701924036
Moncrieff,0.6536,0.1536,8.018111271,15.88731303,13.06590154,13.17788633,11.84799123,18.23051919,81.0017266,1.464276851,13.93035218,29.71675577,38.51914546,5.028974359,30.37693476,16.81176626,1.012137179,2.653829513,7.672282013,23.01381203,13.89783315,39.87293702,12.67445078,10.43474463,4.680875416,12.41549857,18.72949896,12.53125108,12.65535455,13.71969276,29.43141991,21.34490711,17.64275035,31.58092263,29.79159831,26.28577173,2.288498227,39.5047127,7.663943318
Moore,0.6164,0.1164,6.38960699,10.92116889,13.46117347,15.38662914,13.71445401,13.79757191,88.75105435,0.578552963,18.06621021,31.9516126,36.16642955,6.682431915,30.09980693,15.05551733,5.936434279,3.427502458,9.220292649,25.08542213,16.36866598,55.67190614,14.89522489,6.741999471,3.829369917,13.24510745,24.28465204,9.80715868,10.44968941,15.44530592,32.62606761,23.24748846,11.14761609,32.97882784,46.4192636,34.66858433,0.719284905,16.99026235,6.664795968
Moreton,0.481,0.019,9.536166072,18.27016642,14.09902942,12.06429801,9.879238504,12.55457971,61.91407979,1.183288006,22.24021817,22.03389164,36.09829107,11.45974273,33.45642356,16.87349226,1.830302953,3.201863516,10.48106931,26.1759984,12.04483527,45.25493329,13.55240925,9.431483448,5.214380056,11.12586598,28.45296661,9.108787938,10.17212451,11.25574822,26.22882308,18.52404002,22.49744255,32.74969435,32.56362503,30.14470738,2.872332224,33.69846643,8.586245291
New England,0.6763,0.1763,5.777625444,10.96610641,11.14394914,12.74324036,13.59753219,19.99275696,95.6357029,8.436859362,9.393252372,29.58930957,43.82019043,3.864684171,31.86618466,16.61004626,14.57725829,1.358911605,4.034439922,24.74123782,12.78600354,47.75687232,10.8304997,14.82733593,7.070370596,15.35268457,16.08253486,9.316886605,11.08943835,13.40405746,43.86765914,22.60866191,12.60031947,20.92335948,29.11879845,36.4823072,3.021442785,30.31287268,7.138480641
Newcastle,0.3617,0.1383,8.855825046,15.35896327,13.03117261,12.7933488,11.80405414,15.37141135,89.42483369,3.421911239,17.04964991,29.5095271,37.4681131,7.265272408,32.07869806,14.98578012,3.169319158,3.329823506,7.939503212,30.04395436,12.79070848,41.33915265,13.01030637,8.583013988,5.117720938,9.952071494,27.31184597,9.389903492,12.45679992,12.76627565,32.19204109,22.16937249,12.46511262,33.1734738,32.76438058,30.20090084,5.155751913,34.19451728,7.499956759
Nicholls,0.7003,0.2003,5.305942656,10.86750494,11.19787495,13.4323776,13.71402638,20.40285119,90.69588494,2.604917508,7.65254247,29.23572783,47.2537527,2.788422507,29.48769288,16.83426739,11.93330116,1.114821928,3.805292074,21.81358164,19.68737399,49.2040875,10.3909902,15.59541842,7.400811641,15.1351065,14.15557129,9.854420697,11.22687411,14.34490044,31.01006461,25.37642159,15.52138395,28.09212985,33.76083714,36.33242202,3.304971693,25.56865694,6.059481953
North Sydney,0.5927,0.0927,5.518300938,18.05537191,16.79102363,13.10627955,10.39309394,14.37755404,69.70672095,0.252491862,32.1196465,17.38414332,24.26902075,17.57105818,29.76696449,12.84867139,0.667908861,11.38680348,23.71553757,20.93634672,7.458935381,49.41293954,12.60175468,2.706996652,1.106390849,20.24458474,41.61114263,7.455384892,6.813721265,5.632713697,22.90434904,24.27133115,18.41931279,34.40500702,28.43066067,30.75367237,1.701740559,38.15659953,4.372035739
O'Connor,0.6542,0.1542,4.964429764,12.19200511,12.30039877,14.36729478,13.92231027,16.80387023,92.06286117,5.800772447,8.235810014,29.41405339,45.57459457,2.511769543,29.68845379,15.68218905,24.71797276,0.932483008,3.02927102,19.34133133,11.64269427,48.81572519,10.04866398,12.78657819,11.49322022,16.93831374,12.71403011,7.642217931,10.06415891,16.46613737,33.85647538,16.35546276,15.67258268,34.11547919,30.93366048,34.26431907,5.39899556,30.74113931,6.008441584
Oxley,0.4361,0.0639,7.016707883,15.23372942,14.67820737,13.2486881,9.827492611,10.16285663,69.86579273,3.043609385,13.365188,27.82419361,42.08115565,5.732062568,33.95259063,19.72567531,1.986283851,2.829256645,7.072011053,22.25848689,17.14222083,47.72560827,14.21983453,11.87063869,9.357380957,9.821371043,18.73544193,9.060312292,12.07981614,12.85203927,30.16587249,20.31425297,22.53996019,26.97991435,39.41240375,21.90705269,4.835818919,35.91539218,9.312305326
Page,0.5945,0.0945,4.57979285,9.025717733,10.9250088,13.68092916,15.98622354,21.97257278,95.94970921,5.555206395,9.832815297,31.76346815,42.74980484,3.253878222,29.33216854,16.63978146,8.431877994,1.213664122,4.309835605,26.58309915,14.98473251,45.82776838,12.04964302,14.36298374,6.709371472,12.21133871,16.74518844,10.05197072,13.01680513,13.67895503,36.7125044,20.60623963,13.71989542,28.96136055,30.07511236,40.24572093,1.99728137,25.75010122,8.200876112
Parkes,0.6691,0.1691,5.519364539,12.19352199,11.25306072,13.1378802,13.25738632,18.36107738,96.39676581,15.91250073,8.241538121,27.72284068,46.68871126,2.428246814,30.89623101,15.27204977,19.89579571,1.084401323,3.450820114,23.18315389,9.532886983,45.5058805,10.95492759,12.50350243,9.173677869,16.84618601,14.51419794,8.422188935,12.0646751,13.36619157,39.77475693,27.12139614,13.23790163,19.8659453,28.05795485,35.39868115,4.180372965,31.44190443,7.295908214
Parramatta,0.465,0.035,6.812023066,22.13243583,15.76537027,11.05781738,9.194523933,10.67843826,36.29071026,0.647112383,21.75312316,20.03692327,35.79115064,12.44237749,31.42451439,18.75945319,0.752138958,6.63419133,13.02039618,20.52421331,13.71859405,52.08743918,14.77750877,8.979952841,6.580737725,10.45228499,27.83098658,8.646089502,9.185938116,11.40440448,18.79227368,21.1227454,41.48564863,18.59933229,27.61296666,21.56012177,6.603746327,46.95700951,8.48801162
Paterson,0.4496,0.0504,5.865378422,12.19194847,12.17520129,12.76650564,12.50241546,18.46312399,96.09393133,5.474396135,7.818500707,35.49076981,43.75200949,2.687946429,29.10273752,18.08122846,6.684263524,1.900356491,4.697479116,20.57276468,16.94991466,48.26858117,12.68784386,12.46664232,9.848779361,9.04860068,14.02373137,10.40109869,12.23653153,17.39081116,40.5268921,23.51497585,10.52882448,25.42930757,35.1463312,32.51074993,3.915473257,28.84692319,8.354018035
Pearce,0.5522,0.0522,6.697122553,15.85228895,15.301545,13.62710574,8.349988896,9.5840868,82.39538175,1.225849434,11.83499237,34.61998805,40.45098941,3.706072308,32.2952952,17.47160117,7.180548099,2.763197963,6.092843753,21.1288944,18.82730251,51.24099817,14.69182834,10.20210097,6.910408003,10.12566754,15.67830324,10.1186292,11.66303146,18.80396778,30.60880048,20.54757146,15.74188636,33.1017417,57.67681789,17.57677639,1.516638844,21.90379376,8.326894451
Perth,0.4676,0.0324,7.165114592,22.79468608,15.32688717,12.35653715,10.35549054,13.77778571,71.66577257,1.018065913,23.22280402,23.97346696,31.5435871,9.701181655,29.58278327,13.85603045,6.369190253,3.375494602,12.03952585,23.07089764,11.95936637,40.44636708,13.14480345,7.388261462,4.0175121,13.12828504,30.37924176,7.71213854,10.2044004,12.32325957,19.89391182,24.44785386,22.2136987,33.44453563,32.28109008,25.66456345,3.347350172,38.60031077,7.288192338
Petrie,0.584,0.084,5.91793484,13.19085309,14.05401398,13.0975551,10.86211051,16.58232775,87.81836401,2.808825619,11.77920737,32.57692653,41.7721969,4.379672553,28.63259745,20.23742861,2.21933155,2.687121966,6.501688857,24.04712659,16.38697195,46.81621282,15.33464348,10.85980843,6.799751358,10.26817047,17.81454219,10.12259728,12.37726348,14.31632421,34.29658875,22.30748794,13.9508301,29.44509321,35.04049392,25.33733542,3.407943793,36.32044682,8.160023355
Rankin,0.4356,0.0644,7.156722956,15.80915405,14.08725728,12.1282919,10.23804207,10.28614294,69.25229325,2.798440157,11.50677965,28.96317211,45.50475075,4.804724772,31.92351961,22.34840502,1.560217007,2.448113376,6.008106719,20.98805459,18.85382876,46.02512924,14.32151694,13.43931866,11.24834464,8.482602197,15.42224617,9.606660506,11.07676723,14.18284472,33.18903071,17.62839784,21.18156362,28.00100783,39.32786198,21.85992804,4.161525159,35.63472084,10.18187341
Reid,0.5318,0.0318,8.777071412,22.14910937,14.61285164,12.0270338,9.992255361,12.40312237,43.37713595,0.539896032,24.79586253,18.92171599,33.11524607,12.86378861,32.3085152,16.8681359,0.605991103,8.253127052,14.45540683,20.37037699,11.11634365,47.72604561,14.18848752,6.31440487,3.086497354,15.14686993,31.52484821,9.197228343,8.260541365,9.685851603,18.91864787,26.69170209,26.1072326,28.28241744,28.40123945,27.99061685,1.88427366,40.39188451,6.165239945
Richmond,0.4592,0.0408,4.079011294,9.297403782,11.80111409,13.68388827,15.46616797,23.45448132,94.99814788,3.325635411,12.39162453,31.69002106,38.43238544,4.482080015,29.01761648,16.17105591,3.62783044,1.381773655,6.105548772,26.43884762,14.34056498,44.95445247,11.40166714,11.50478466,4.913144708,12.13186877,19.17216302,10.82520915,13.25247981,14.77170044,31.07209647,20.2646133,15.30244847,33.36084176,29.52679747,39.15893053,2.333861785,27.31343545,6.846315313
Riverina,0.6948,0.1948,6.085347268,11.26394385,11.32093595,12.65928971,12.92760082,19.56557934,95.58526153,6.153225497,9.241898873,30.28172037,45.03035413,2.900378197,31.12857161,17.82578233,13.99114909,1.300847226,3.704280777,22.7591119,13.36328291,49.3263755,11.06678431,13.18935949,7.374205532,15.92378537,15.43147263,9.52797687,11.47317408,14.61386752,39.84067827,30.24359319,11.6001332,18.31559534,31.36327223,36.77803529,3.312498516,27.82384255,6.080667512
Robertson,0.5424,0.0424,5.23203966,10.49918897,12.14583143,13.62816075,13.43856865,21.65071519,92.51101844,2.843179249,12.82512863,33.17511615,39.0210076,4.980659916,28.16074601,16.01701648,1.62472843,3.813925268,8.672263165,25.65220399,15.62705298,47.38892512,14.16055132,9.376865809,4.5873164,11.98076103,21.48678807,10.09900625,12.07449512,14.41435795,35.97123818,23.89422165,11.26668586,28.86785431,34.80006142,35.24891178,2.68878506,25.81789394,6.462041556
Ryan,0.5603,0.0603,10.97829237,13.56990437,13.59558998,12.82897337,9.874469823,13.09636713,82.790288,0.898996285,26.42937238,20.62738684,31.1254877,14.95303212,37.13480334,12.97846391,2.754688409,4.118654189,15.17787027,29.4824351,8.43919241,47.9825337,13.30740373,4.97936414,1.926367192,14.09030975,37.01910996,8.566088259,10.35096634,8.066356982,27.91037699,22.17919334,14.68558181,35.22484786,34.7877587,31.23164477,1.345384459,29.96614942,7.59251495
Scullin,0.2834,0.2166,7.266418426,17.02073673,14.4256326,12.53465108,10.31571335,12.39255787,46.31138771,0.736474185,12.84679942,25.79010117,47.36075381,5.564242528,30.14215665,22.38640024,1.391605049,3.571784913,6.179713085,20.07062384,19.16856092,52.67254358,14.39370759,11.85901256,9.691065514,8.861419083,15.65109034,11.08179691,11.31795891,14.74444763,25.77279042,28.3431551,28.90328147,16.98077301,42.10115424,30.30509817,0.987197711,24.05936782,7.935895029
Shortland,0.4555,0.0445,5.530460686,10.70665451,11.80216736,13.49902907,13.14893824,21.12655471,95.59882038,3.907375572,11.00737926,34.45007134,41.97123358,3.892438176,27.45394183,17.14887783,3.664018504,3.354455543,5.844174327,26.01583331,17.51860029,49.14206181,14.00729195,10.47928191,6.618112129,9.750849701,18.82187294,10.41928573,12.22670201,15.999565,39.40227037,22.70579146,9.05572917,28.836209,35.68416154,38.83855404,3.842147779,22.28821477,7.120880865
Solomon,0.4692,0.0308,6.877250628,20.10258566,15.80907988,13.30079375,9.965327195,7.763651819,73.7932733,8.643366796,15.10106173,29.64818879,34.51516358,7.146608433,34.07964238,14.54420957,4.025739641,1.192356913,7.29489827,20.9062329,13.22354196,42.82288168,14.6329703,8.930201056,5.644284096,12.08215205,20.53524834,7.635434303,12.67614849,15.66469245,23.31865549,22.33960246,21.83622592,32.50551613,33.09575889,15.71457657,7.12118763,47.6495632,5.135154213
Spence,0.3587,0.1413,7.437945151,14.78779574,12.18526345,13.05987552,10.94790905,13.27233888,82.94828135,2.851269886,5.58300603,30.16740405,52.8579533,1.61059088,30.678213,22.11076238,3.944351688,1.371988487,3.499936447,20.02638504,20.23239764,41.12466108,12.20728517,17.02617348,11.2309757,8.193450099,9.954708492,10.48039132,13.64546376,14.89114701,29.21630383,16.38501356,17.35578113,37.04290148,40.89492037,22.09624995,7.066802961,33.52566657,12.57298721
Sturt,0.5687,0.0687,6.355009154,12.85717596,12.86470765,13.48346504,11.76044588,20.31760562,70.48325087,0.628606521,21.5079453,22.91101792,37.72587285,10.61069983,29.59027601,15.61807481,2.147808055,3.717213373,11.02621377,28.57188762,12.25611376,49.9666716,14.06519765,7.31559136,3.058239592,12.87873517,30.8823294,9.428485909,10.66636278,10.38991426,26.90030358,25.36094181,16.4984589,31.24029571,32.07062719,36.76846356,3.315213702,26.99244744,6.889928391
Swan,0.5321,0.0321,8.975492076,20.41845237,14.12721441,11.65585516,10.16058832,12.99381326,69.6269753,1.796543655,18.7467144,25.45180783,36.35746661,7.957719698,32.40726844,17.72148836,6.320080698,2.684711905,8.684445438,21.8574906,13.19246219,42.23137145,13.69756491,9.488952506,7.078105578,10.92240933,23.15539353,8.55608238,10.68144951,14.60237292,23.12438508,21.68970712,24.36228815,30.82361966,34.29198817,24.60803098,4.820127986,36.95177285,8.755434934
Sydney,0.3133,0.1867,14.14318317,33.01895217,16.15300655,10.25897996,7.550109149,7.764933519,58.49894672,1.15697559,29.25966275,15.81589383,25.66675099,14.64936641,37.85820599,12.86672412,0.470176218,8.197886001,20.4002378,18.77849218,6.150983981,24.33183963,11.21602412,5.705266664,1.719124398,16.05208034,36.06891051,7.895740627,11.00932235,8.351407074,13.49325263,15.03720976,27.679103,43.79043461,20.02525436,14.43967321,6.600351381,61.5961633,7.048228815
Tangney,0.5953,0.0953,7.104595111,12.07108018,13.31526855,13.86177586,12.22396532,15.97649676,71.0802192,0.767278017,21.88392716,24.77005682,35.82324739,9.349911795,32.30953535,16.7350972,5.592087305,2.965800296,9.538798541,25.39936789,12.75064159,53.92524865,14.13298899,7.707096769,4.341581202,12.93887496,28.2136318,9.213239354,9.932801186,11.95302159,28.14912005,22.43589378,19.80204798,29.61293819,38.10565908,38.0447855,1.323309303,20.78995535,7.958936079
Wannon,0.6016,0.1016,5.016229781,9.915850631,11.19036578,13.96920433,14.90412155,21.28419847,96.57574392,1.49954993,9.469958008,29.65351904,44.73674337,3.401906381,28.51190639,16.16985383,15.07685483,0.969935425,3.870597298,22.69739641,16.16745437,49.06632685,9.636751898,14.84457546,7.371360492,17.67730563,14.86407765,9.269155869,11.09000648,13.83949402,31.48713893,23.67706827,12.62445105,32.21134175,31.48145265,40.70435428,2.615694708,23.53170011,4.815933826
Warringah,0.5212,0.0212,4.691789194,14.3924842,16.37551077,14.56780638,10.61921559,15.25093424,83.1333154,0.343659414,28.80524459,22.04360371,25.93511129,13.86326501,30.61292914,13.35799198,0.699892931,10.57223872,21.26334868,20.32289091,9.634419876,49.92107975,12.47731289,3.473392097,1.645929236,21.41060214,35.23489038,8.223496133,8.026869237,7.663943278,26.82708762,23.98072155,13.58642126,35.60576957,31.9844034,33.28078262,0.862040257,31.7360044,3.571532148
Watson,0.3648,0.1352,7.488243381,17.0162675,13.7550965,12.46290101,9.979407478,12.86177049,29.43552114,0.512747892,15.68163337,20.64384682,47.15668889,6.937789238,33.58115165,21.66970256,0.411820105,4.858816687,8.170952867,19.25110106,14.91357451,49.16526028,13.69446875,11.78370441,8.753728886,9.390394522,18.89916538,10.461194,10.55575952,13.67824846,19.89332012,23.33858472,41.68894081,15.07915435,28.48274493,28.2076041,4.825996561,39.00736666,8.897094625
Wentworth,0.5985,0.0985,5.478188693,20.9990139,16.53459517,12.71078824,9.553841897,14.93838634,79.76876749,0.299377833,32.00446962,16.92216275,23.19881786,14.81055628,31.3779184,12.22126679,0.391163827,10.33015332,23.03136145,20.84832668,7.527427599,40.59676052,10.92781888,2.777152459,1.017579778,21.06893845,40.69287388,7.890677564,7.692172699,5.795956171,17.77041551,20.15266851,29.33548053,32.74143545,24.83989916,29.69166067,0.832816658,41.98553204,3.67836534
Werriwa,0.4453,0.0547,7.251886143,13.69975629,14.12596056,13.59189337,10.58455869,10.1198736,42.75665025,1.718227084,11.44730725,25.34319334,49.75615985,3.841841326,34.31498303,22.49678298,1.341751048,4.35723124,5.665205579,18.13368996,19.89307694,50.28468435,15.68057613,11.81410525,11.89483802,8.995441027,15.3522672,9.423995378,9.937193586,14.31280954,23.75316301,29.12415313,36.00580711,11.11687676,43.76997509,24.82184051,7.754724508,27.1901052,8.428552188
Whitlam,0.3909,0.1091,5.494708872,10.92133703,12.02054319,13.26384253,12.68086006,19.90072112,89.40371119,3.401392019,8.988875692,34.3508915,43.13660962,3.723006593,29.03477404,18.81951972,3.61010332,2.950792155,5.042047061,23.78044216,17.14734745,50.48439279,12.93383843,11.16080398,8.235562441,10.00755748,15.59502031,10.68835648,12.60194751,16.97309549,37.94872134,26.3174941,10.75410963,24.97967493,35.94479454,37.00330016,5.559876247,24.02743501,6.360894567
Wide Bay,0.6315,0.1315,4.231632061,8.444394747,11.07632313,14.25825885,15.83699655,23.25475753,96.35670909,4.087665719,8.494150419,32.23517154,43.93151397,3.039101274,27.48569072,17.26398496,6.871616718,1.222088708,4.819971189,23.49855848,16.14237294,48.80364667,11.76491577,13.55624019,7.03407934,12.22233435,14.70763724,10.49716282,13.05894637,15.29974608,38.5263717,16.60295341,13.37069935,31.49997554,30.84680488,38.96037313,2.616099601,26.23401342,9.828903689
Wills,0.2429,0.2571,7.842207283,21.50919014,15.66929242,11.84132745,8.559134463,14.05809653,58.69812209,0.468099146,21.16189835,20.45254684,37.67121225,11.62344016,30.06420038,16.53528487,0.97081477,4.478525363,12.46313576,25.41123839,12.25926374,41.09288262,13.39173966,7.768200147,4.641023289,11.89419647,29.56391398,8.442006981,10.45757129,12.04219691,15.7345926,27.27141502,25.92279457,31.07119781,29.11310773,31.52791142,1.824337986,36.17205473,7.160927812
Wright,0.6458,0.1458,5.583158001,10.80128774,13.51428427,15.06058455,12.49144465,14.36791807,94.20404895,2.931633248,8.748297987,33.3906006,43.59481662,3.122318656,31.40573906,18.42908754,8.064518407,1.657479471,5.497424354,20.50205565,19.39436726,51.79116557,13.6780628,13.19035933,8.542816885,12.7875949,14.0287419,8.991104811,10.55364182,16.687524,39.20821821,19.49288955,12.88689194,28.4120003,47.52284458,28.77015155,0.571765265,20.07769414,6.677013993
